code_ue,nom_matiere,semestre,id_parcours,ue_id,id_enseignant
GEC1327,Hydrolique de base,3,1075,479,144428
GEC1328,Construction métallique : Notions de base et technologie,3,1075,480,363474
MTH1325,"Intégrales généralisés, Transformés de Fourier et de Laplace et Application",3,1075,481,837272
MTH1326,Introduction au calcul de probabilités et statistiques,3,1075,482,131152
ANG1421,Anglais de spécialité : approche thématique des textes,4,1075,483,556470
GEC1424,Béton Armé,4,1075,484,996700
GEC1425,Physique du bâtiment,4,1075,485,796792
GEC1426,Dessin appliqué,4,1075,486,627738
GEC1427,Routes,4,1075,487,834190
GEC1458,Gestion de chantier,4,1075,488,619709
DRV1520,Propriété industrielle : Notions générales,5,1075,489,142375
GEC1521,Etude de DAO et soumission,5,1075,490,139208
GEC1525,Métré et étude de prix,5,1075,491,607932
GEC1528,Eau et assainissement,5,1075,492,611394
GEO1523,Initiation au système d'information géographique SIG,5,1075,493,992703
INF1526,Logiciels professionnels,5,1075,494,139208
MGT1520,Vie professionnelle et entrepreneuriat,5,1075,495,386235
MGT1521,HSQE,5,1075,496,666124
GEC1629,"Stage et mémoire de licence professionnelle génie civil, conducteur des travaux",6,1075,497,486383
ANG1120,Anglais : Ecouter et Parler,1,1076,498,796792
CHM1120,Chimie Appliquée pour Tech. Sup. : Notions de Base,1,1076,499,394695
FRA1120,Français : Ecouter et Parler,1,1076,500,853626
GEL1120,Circuits Electriques,1,1076,501,388274
GEL1121,Introduction à l’Electronique Générale par la Pratique,1,1076,502,153031
GEM1123,Notions sur la Résistance de Matériaux,1,1076,503,627738
GEM1125,Géométrie Descriptive pour Tech ; Sup.,1,1076,504,451320
MTH1125,Eléments d’Algèbre et de Géométrie,1,1076,505,578572
PHY1120,Mécanique Appliquée au point Matériel,1,1076,506,126619
PHY1125,Electrostatique et applications,1,1076,507,650718
ANG1220,Anglais : Lire et Ecrire,2,1076,508,616021
CHM1225,"Chimie appliquée, notions avancées",2,1076,509,954001
FRA1220,Français : Lire et Ecrire,2,1076,510,419941
GEL1220,Transformateurs et Machines Asynchrones,2,1076,511,227914
GEL1221,Mesure etEssais et câblage,2,1076,512,528108
INF1226,Introduction à la Programmation,2,1076,513,164974
MTH1225,Elément d’Analyse Mathématique,2,1076,514,502637
NF1225,Informatique de Base,2,1076,515,358618
PHY1225,Introduction à la Physique des capteurs,2,1076,516,611394
PHY1226,Résistance des Matériaux,2,1076,517,439646
PHY1227,Mécanique Appliquée au Solide,2,1076,518,497702
FRA1320,Français : Ecrits Professionnels,3,1076,519,399076
GEL1320,Installations et alimentation Electriques,3,1076,520,719471
GEL1321,Electronique analogique et digitale,3,1076,521,169185
GEL1322,Machines à Courant Continu et Machines Synchrones,3,1076,522,776261
INF1325,Mise œuvre de systèmes Informatiques,3,1076,523,363576
INF1326,Technologie des Ordinateurs,3,1076,524,276381
MTH1325,"Intégrales Généralisées, Transformées de Fourier et de Laplace et Applications",3,1076,525,200972
MTH1326,Calcul de probabilités et statistiques,3,1076,526,760259
ANG1420,Anglais de spécialité : approche thématique des textes,4,1076,527,680975
GEL1421,Asservissement et regulation analogique,4,1076,528,996700
GEL1422,Automates Programmables par la Pratique,4,1076,529,616294
GEL1423,"Introduction à la Production Transport, Distribution et Protection",4,1076,530,241174
GEL1424,Lignes-Antennes-Propagation (LAP),4,1076,531,881948
GEL1425,Maintenance des Appareils Audio Visuels (MAAV),4,1076,532,965594
GEL1428,Introduction à l’Electronique de Puissance,4,1076,533,175341
INF1426,"Introduction à l’algorithme, à la Programmation et aux bases de Données",4,1076,534,808869
INF1427,Informatique Industrielle : Mise en œuvre des microprocesseurs,4,1076,535,236921
MGT1420,Initiation à la vie Professionnelle,4,1076,536,835832
DRV1520,Gestion de Propriété Industrielle,5,1076,537,311995
GEL1520,"Réseaux Electriques, Distribution et Protection",5,1076,538,776261
GEL1521,Energies solaire et éolienne,5,1076,539,785671
GEL1522,Machines électriques et convertisseurs statiques,5,1076,540,757394
GEL1523,Projet Tutoré (PDGEE) Respecter un cahier de Charges et les délais,5,1076,541,632292
GEL1524,Sécurité et Hygiène du Travail,5,1076,542,848595
MGT1520,Elaboration de Projet de création d'Entreprises,5,1076,543,834190
MGT1521,Initiation à la démarche Qualité,5,1076,544,400838
GEL1620,Stage professionnelle en Génie Electrique pour Lpro,6,1076,545,675916
GEL1621,Rédaction du mémoire,6,1076,546,575196
GEL1622,Soutenance du mémoire,6,1076,547,506412
ANG1120,Anglais : Parler,1,1078,548,887135
FRA1120,Français : Parler,1,1078,549,812000
GEL1121,Electronique analogique,1,1078,550,204317
INF1120,Architecture et Technologie des Ordinateurs,1,1078,551,448233
INF1121,Informatique de base et initiation au métier de l'ingénieur,1,1078,552,811851
INF1126,Systèmes d'exploitation,1,1078,553,340126
MTH1121,Algèbre linéaire de base,1,1078,554,472161
MTH1122,Calcul Différentiel dans IR,1,1078,555,694074
MTU1120,Méthode de travail universitaire,1,1078,556,506412
GEL1221,Electronique Numérique,2,1078,557,932700
INF1220,Eléments mathématiques sur les bases de données,2,1078,558,848595
INF1225,Généralités sur les Réseaux,2,1078,559,232444
INF1226,Initiation à la programmation procédurale et web,2,1078,560,811851
INF1228,Méthode d'Analyse et Conception de logiciel - MERISE,2,1078,561,363576
MTH1222,Structure algébrique de base,2,1078,562,311995
MTH1224,Calcul Intégral et applications,2,1078,563,448233
MTH1225,Calcul de Probabilités et Statistique,2,1078,564,903636
ANG1320,Anglais : Lire et comprendre,3,1078,565,992703
FRA1320,Français : Lire et comprendre,3,1078,566,861734
INF1321,Théorie des Systèmes d'Exploitation,3,1078,567,914224
INF1325,Analyse et conception d'algorithmes,3,1078,568,545511
INF1326,Programmation Orientée Objet,3,1078,569,276269
INF1328,Développement web,3,1078,570,296062
INF1329,Projet Tuteuré 1,3,1078,571,954001
MTH1320,Algorithmiques  Numériques,3,1078,572,774325
MTH1324,Recherche opérationnelle,3,1078,573,665443
CPT1420,Comptabilité Générale de base,4,1078,574,965594
DRT1420,Droit de l’Informatique,4,1078,575,932700
INF1421,Administration de bases de données,4,1078,576,281348
INF1423,Administration Système,4,1078,577,367115
INF1425,Généralités sur la sécurité informatique,4,1078,578,472161
INF1426,Développement d’applications de bureau,4,1078,579,234419
INF1427,Structure de Données,4,1078,580,616021
INF1428,Modélisation  UML,4,1078,581,637429
INF1429,Normes documentaires,4,1078,582,545843
INF1523,Programmation et Administration Système,5,1078,583,852973
INF1525,Projet Tuteuré GL 2,5,1078,584,848595
INF1526,Développement d’applications distribuées,5,1078,585,335654
INF1527,Systèmes d’informations,5,1078,586,632292
INF1528,Initiation au Génie Logiciel,5,1078,587,814490
MGT1520,Initiation à l’entrepreneuriat,5,1078,588,554655
MTH1525,Théorie des graphes,5,1078,589,908087
INF1627,Initiation à l’ingénierie des Systèmes d’Information,6,1078,590,439646
INF1628,Administration des résaux informatiques,6,1078,591,852973
INF1629,Stage + Projet professionnel,6,1078,592,667681
MGT1620,Gestion de projet et entrepreneuriat,6,1078,593,983736
ANG1120,Anglais : écouter et parler,1,1077,594,987150
CHM1120,Chimie appliquée : notions de base,1,1077,595,380015
FRA1120,Français : écouter et parler,1,1077,596,887135
GEL1120,"Electricité, conducteurs et électrocinétique",1,1077,597,380015
GEM1120,Statique Appliquée,1,1077,598,767172
GEM1121,Thermodynamique : notions générales,1,1077,599,246911
GEM1122,Fabrication mécanique 1,1,1077,600,405656
GEM1123,"Construction mécanique : liaisons, arbres, roulements",1,1077,601,330694
GEM1124,Métrologie,1,1077,602,396973
MTH1120,Eléments d'algèbre et de géométrie,1,1077,603,720783
ANG1220,Anglais : lire et écrire,2,1077,604,164974
CHM1220,Chimie appliquée : notions avancées,2,1077,605,507456
FRA1220,Français : lire et écrire,2,1077,606,887135
GEM1220,Mécanismes et résistance des matériaux,2,1077,607,435586
GEM1221,Fabrication mécanique 2,2,1077,608,736871
GEM1222,Construction mécanique : organes de transmission de mouvement,2,1077,609,790245
GEM1223,Bureau des méthodes,2,1077,610,796163
INF1220,Informatique et programmation,2,1077,611,380015
MTH1220,Eléments d'analyse mathématique,2,1077,612,142375
FRA1320,Français : écrits professionnels,3,1077,613,853626
GEL1320,Notions d'électrotechnique,3,1077,614,757724
GEM1320,Mécanique appliquée et résistance des matériaux avancées,3,1077,615,709472
GEM1321,Métallurgie,3,1077,616,330694
GEM1322,Fabrication mécanique 3,3,1077,617,169185
GEM1323,Contruction mécanique : éléments de transmission,3,1077,618,975784
GEM1324,Conception et Fabrication Assistées par Ordinateur et Commande Numérique (CFAO-CN),3,1077,619,594716
MTH1320,"Intégrales Généralisées, Transformées de Fourier et de Laplace et Applications",3,1077,620,831383
MTH1321,Introduction au calcul de probabilités et statistiques,3,1077,621,774325
PHY1320,Mécanique des fluides : notions fondamentales,3,1077,622,968801
FRA1420,Anglais de spécialité : approche thématique des textes,4,1077,623,968801
GEL1420,Automatisme : notions fondamentales,4,1077,624,759488
GEM1420,Organisation et méthodes de la maintenance,4,1077,625,498603
GEM1421,Asservissement et régulation,4,1077,626,367115
GEM1422,Métallurgie et essai des matériaux,4,1077,627,439646
GEM1423,Hydraulique et pneumatique et TP Hydraulique,4,1077,628,833881
GEM1424,Introduction à la mécanique des contacts,4,1077,629,260691
GEM1425,Fabrication mécanique 4,4,1077,630,831383
GEM1426,Micro-projet,4,1077,631,153031
GEM1427,Thermique appliquée,4,1077,632,683110
GEM1428,Fabrication mécanique et procédés de montage,4,1077,633,750417
GEM1429,Construction mécanique : organes de transmission de puissance,4,1077,634,255764
DRV1520,Propriété industrielle : Notions générales,5,1077,635,808869
GEL1520,Machines électriques,5,1077,636,419941
GEL1521,Commande des machines,5,1077,637,234788
GEM1520,Mécanique auto,5,1077,638,394695
GEM1521,Maintenance des systèmes industrielles,5,1077,639,992676
GEM1522,Appareils de levage et manutention,5,1077,640,380015
GEM1523,Conception et analyse des systèmes mécaniques,5,1077,641,873350
GEM1524,Froid et climatisation,5,1077,642,353789
MGT1520,Vie professionnelle et entreprenariat,5,1077,643,186249
MGT1521,"Hygiène, Sécurité, Qualité et Environnement(HSQE)",5,1077,644,180503
GEM1620,Stage en milieu professionnel,6,1077,645,722253
GEM1621,Rédaction de mémoire,6,1077,646,580746
GEM1622,Soutenance de mémoire,6,1077,647,750417
ANG1120,Anglais : Parler,1,1079,648,831383
FRA1120,Français : Parler,1,1079,649,568037
GEL1121,Electronique analogique,1,1079,650,151560
GEL1122,TP Electronique,1,1079,651,234419
INF1120,Architecture et Technologie des Ordinateurs,1,1079,652,873350
MTH1121,Algèbre linéaire de base,1,1079,653,569234
MTH1122,Calcul Différentiel dans IR,1,1079,654,473490
MTU1120,Méthode de travail universitaire,1,1079,655,876490
PHY1120,Electromagnétisme de base,1,1079,656,688827
GEL1221,Electronique Numérique,2,1079,657,992703
INF1223,Architecture Matérielle,2,1079,658,502425
INF1226,Initiation à la programmation procédurale et web,2,1079,659,545843
INF1228,Méthode d'Analyse et Conception de logiciel - MERISE,2,1079,660,814055
MTH1222,Structure algébrique de base,2,1079,661,589155
MTH1224,Calcul Intégral et applications,2,1079,662,260691
MTH1225,Calcul de Probabilités et Statistique,2,1079,663,662148
INF1320,Projet Tuteuré,3,1079,664,734396
INF1322,Bases de données,3,1079,665,507456
INF1323,Maintenance informatique,3,1079,666,281348
INF1327,Systèmes d'exploitation,3,1079,667,200972
MTH1320,Algorithmiques Numériques,3,1079,668,394695
MTH1324,Recherche opérationnelle,3,1079,669,881142
PHY1320,Electromagnétisme : onde et propagation,3,1079,670,830803
ANG1401,Anglais : Lire et comprendre,4,1079,671,992676
CPT1420,Comptabilité Générale de base,4,1079,672,281348
DRT1420,Droit de l’Informatique,4,1079,673,191950
FRA1401,Français : Lire et comprendre,4,1079,674,437822
INF1420,Stockage et technologie,4,1079,675,747692
INF1421,Administration de bases de données,4,1079,676,903636
INF1422,Réseaux informatiques,4,1079,677,616021
INF1423,Administration Système,4,1079,678,914224
INF1516,Programmation Orientée Objet,5,1079,679,554655
INF1521,Réseaux télécoms,5,1079,680,151560
INF1522,Projet Tuteuré 2,5,1079,681,714780
INF1523,Programmation et Administration Système,5,1079,682,611394
INF1527,Systèmes d’information,5,1079,683,719471
MGT1520,Initiation à l’entrepreneuriat,5,1079,684,270221
INF1620,Sécurité informatique,6,1079,685,512889
INF1621,Administration réseaux,6,1079,686,507456
INF1622,Stage + Projet de Synthèse,6,1079,687,394695
MGT1620,Gestion de projet et entrepreneuriat,6,1079,688,255764
ANG100,Anglais : Ecouter et Parler,1,1097,689,881813
CHM115,Chimie appliquée pour Tech. Sup. I,1,1097,690,720783
FRA100,Français : Ecouter et Parler,1,1097,691,497702
GEC100,Statistique appliquée en GC,1,1097,692,381342
GEC105,Ecoulement en charge,1,1097,693,381342
GEC115,Géologie appliquée,1,1097,694,766149
GEC120,Topographie I,1,1097,695,578572
GEC190,Procédés généraux de construction,1,1097,696,176040
GEM111,Géométrie descriptive pour Tech. Sup. I,1,1097,697,568037
MTH150,Elément de l'Algèbre et de Géométrie,1,1097,698,908087
PHY139,Electrostatique et applications,1,1097,699,435586
ANG101,Anglais : Lire  et Ecrire,2,1097,700,538630
CHM215,Chimie appliquée pour technicien supérieur II,2,1097,701,241174
FRA101,Français: Lire  et Ecrire,2,1097,702,330694
GEC130,Matériaux de construction des ouvrages de GC,2,1097,703,507456
GEC140,Propriétés physiques et hydromécaniques des sols,2,1097,704,498603
GEC151,Machines de chantier,2,1097,705,276269
GEC210,Introduction à la Résistance des matériaux,2,1097,706,709472
GEC345,Alimentation en eau,2,1097,707,394695
INF215,Informatique de Base,2,1097,708,632292
INF216,Introduction à la Programmation,2,1097,709,714780
MTH151,Elément d'Analyse,2,1097,710,947373
FRA205,Français: Ecrits professionnels,3,1097,711,320954
GEC121,Topographie II,3,1097,712,665443
GEC155,Métré et étude de prix,3,1097,713,814055
GEC170,Routes I,3,1097,714,340126
GEC215,Dessin d'architecture,3,1097,715,637429
GEC316,Calcul de Structures,3,1097,716,246911
GEC320,Béton armé I,3,1097,717,506412
GEC350,Assainissement,3,1097,718,353789
MTH231,"Intégrales généralisés, Transformés de Fourier et de Laplace et Application",3,1097,719,881948
STA160,Calcul de probabilités et statistiques,3,1097,720,965594
ANG201,Anglais de spécialité : approche thématique des textes,4,1097,721,793117
ECO370,Initiation à la vie Professionnelle,4,1097,722,498603
GEC125,Dessin de Génie Civil,4,1097,723,680561
GEC160,Conception des bâtiments,4,1097,724,200972
GEC175,Routes II,4,1097,725,793117
GEC180,Chauffage et climatisation,4,1097,726,913036
GEC185,Thermique du bâtiment,4,1097,727,200972
GEC255,Organisation et planification de chantier,4,1097,728,440004
GEC322,Béton armé II,4,1097,729,879867
GEC355,Construction métallique,4,1097,730,164974
DRI400,Gestion de la proprieté industrielle,5,1097,731,835825
ECO410,Elaboration des projets de création d'entreprise,5,1097,732,417199
GEC102,Ouvrage d'arts,5,1097,733,683110
GEC247,Etude de prix et actualisation,5,1097,734,709172
GEC248,Etude de DAO et soumission,5,1097,735,472161
GEC260,Eléments de contrôle de chantier,5,1097,736,151560
GEC271,Topographie assistée par ordinateur,5,1097,737,388720
GEC376,Etude de structure assistée par ordinateur,5,1097,738,914224
GEC470,Dessin Assisté par Ordinateur,5,1097,739,774325
GEL140,Installation électrique,5,1097,740,699380
MGT400,Gestion de la Qualité,5,1097,741,719471
MGT410,Sécurité et Hygiène du Travail,5,1097,742,577818
GEC390,Mémoire de licence professionnelle,6,1097,743,895289
ANG100,Anglais : Ecouter et Parler,1,1100,744,611394
CHM115,Chimie appliquée pour Tech. Sup.: notions de base,1,1100,745,957407
FRA100,Français : Ecouter et Parler,1,1100,746,820810
GEC100,Statique appliquée en GC,1,1100,747,160145
GEC103,Hydrologie de l'ingénieur: notions de base,1,1100,748,449381
GEC115,Géologie appliquée,1,1100,749,903636
GEC120,Introduction à la Topographie,1,1100,750,983175
GEC130,Matériaux de construction des ouvrages de génie civil,1,1100,751,652365
GEM111,Géométrie descriptive pour Tech. Sup.,1,1100,752,569234
MTH150,Eléments d'algèbre et de géométrie,1,1100,753,996700
PHY139,Electrostatique et applications,1,1100,754,832556
UEL1,UE Libre,1,1100,755,493313
ANG101,Anglais : Lire et Ecrire,2,1100,756,833881
CHM215,Chimie appliquée pour technicien supérieur: notions avancées,2,1100,757,701451
FRA101,Français: Lire et Ecrire,2,1100,758,987150
GEC105,Ecoulement en charge : notions de base,2,1100,759,276269
GEC140,Propriétés physiques et hydromécaniques des sols,2,1100,760,131152
GEC151,Machines de chantier,2,1100,761,616021
GEC190,Procédés généraux de construction,2,1100,762,448168
GEC210,Introduction à la Résistance des matériaux,2,1100,763,142375
GEC215,Dessin d'architecture,2,1100,764,680561
INF115,Informatique de Base,2,1100,765,688827
INF116,Introduction à la Programmation,2,1100,766,577733
MTH151,Eléments d'analyse mathématique,2,1100,767,835825
UEL2,UE Libre,2,1100,768,814490
FRA205,Français: Ecrits professionnels,3,1100,769,419941
GEC107,Ecoulement à surface  libre,3,1100,770,845836
GEC121,Topographie: niveau avancé,3,1100,771,388274
GEC155,Métré et étude de prix,3,1100,772,175341
GEC170,Routes: Structures des chaussées,3,1100,773,870499
GEC316,Calcul de Structures,3,1100,774,493313
GEC320,Béton armé: Calcul des sollicitations,3,1100,775,528108
MTH231,"Intégrales généralisés, Transformés de Fourier et de Laplace et Application",3,1100,776,206950
STA160,Calcul de probabilités et statistiques,3,1100,777,378704
UEL3,UE Libre,3,1100,778,448233
ANG201,Anglais de spécialité : approche thématique des textes,4,1100,779,708175
ECO370,Initiation à la vie Professionnelle,4,1100,780,814055
GEC125,Dessin de Génie Civil,4,1100,781,709472
GEC160,Conception des bâtiments,4,1100,782,767172
GEC175,Routes : géométrie,4,1100,783,116039
GEC180,Chauffage et climatisation,4,1100,784,619709
GEC185,Thermique du bâtiment,4,1100,785,363474
GEC255,Organisation et planification de chantier,4,1100,786,848595
GEC322,Béton armé: Justification des sections,4,1100,787,204317
GEC345,Alimentation en eau,4,1100,788,940842
GEC355,Construction métallique,4,1100,789,421625
UEL4,UE Libre,4,1100,790,579198
DRV471,Propriété industrielle: Notions générales,5,1100,791,363474
ECO410,Elaboration des projets de création d'entreprise,5,1100,792,873350
GEC102,Ouvrage d'arts: notions de  base,5,1100,793,506412
GEC248,Etude de DAO et soumission,5,1100,794,785671
GEC260,Eléments de contrôle de chantier,5,1100,795,296062
GEC271,Topographie assistée par ordinateur,5,1100,796,279397
GEC350,Assainissement,5,1100,797,632292
GEC376,Etude de structure assistée par ordinateur,5,1100,798,330694
GEC470,Dessin Assisté par Ordinateur,5,1100,799,577733
GEL140,Installation électrique,5,1100,800,486383
MGT400,Gestion de la Qualité,5,1100,801,574018
MGT410,Sécurité et Hygiène du Travail,5,1100,802,175341
GEC460,"Stage et mémoire de licence professionnelle génie civil, conducteur des travaux",6,1100,803,796163
CHM107,Chimie appliquée,1,1103,804,814490
GEM100,Dessin technique: dessin de définition,1,1103,805,665443
GEM110,Géométrie Descriptive de base,1,1103,806,881948
INF100,Système d'exploitation et introduction à la programmation,1,1103,807,650718
MTH100,Bases mathématiques,1,1103,808,980659
MTH101,Algèbre linéaire de base,1,1103,809,666124
PHY103,Lumière et application,1,1103,810,566058
PHY104,Électrostatique et Électrocinétique,1,1103,811,363576
PHY106,Mécanique du point matériel,1,1103,812,774325
ANG100,Anglais : Ecouter et Parler,2,1103,813,192621
ARC127,Dessin d'architecture,2,1103,814,378704
FRA100,Français : Ecouter et Parler,2,1103,815,947373
GEC115,Géologie appliquée,2,1103,816,518244
GEC120,Topographie,2,1103,817,637429
INF200,Algorithme et structures de données,2,1103,818,378704
MTH102,Structure algébrique de base,2,1103,819,936854
MTH103,Calcul Différentiel dans IR,2,1103,820,769673
PHY206,Mécanique du solide,2,1103,821,764594
ANG101,Anglais : Lire et Ecrire,3,1103,822,449857
ECO100,Introduction générale à la science économique,3,1103,823,447789
FRA101,Français : Lire et Ecrire,3,1103,824,502637
GEC125,Dessin de Génie Civil,3,1103,825,236084
GEC130,Matériaux de construction des ouvrages de génie civil,3,1103,826,594716
GEC160,Conception bâtiment,3,1103,827,662148
PHY110,Magnétostatique et Régimes variables,3,1103,828,895289
PHY159,Introduction à la Mécanique des fluides,3,1103,829,358618
PHY169,Statique Appliquée,3,1103,830,449857
STA160,Calcul de probabilités et statistiques,3,1103,831,975784
ANG201,Anglais de spécialité : approche thématique des textes,4,1103,832,973017
FRA205,Français: Ecrits professionnels,4,1103,833,416420
GEC151,Machines de chantier,4,1103,834,871885
GEC239,Résistance des Matériaux pour GC,4,1103,835,506412
GEC315,Structures,4,1103,836,898026
GEC340,Géotechnique,4,1103,837,607932
GEC370,Hydrologie de l'ingénieur,4,1103,838,829442
GEC425,Dimensionnement des structures de chaussées,4,1103,839,757394
MTH104,Calcul Intégral et applications,4,1103,840,260691
GEC300,Aperçu des Ouvrages d'art,5,1103,841,799952
GEC305,Ecoulement en charge,5,1103,842,150819
GEC310,Ecoulement à surface libre,5,1103,843,568234
GEC405,Béton armé: Calcul des sollicitations,5,1103,844,144186
GEC410,Construction métallique,5,1103,845,575196
GEC450,Procédés généraux de construction,5,1103,846,388720
GEL307,Equipements électriques,5,1103,847,572415
INF229,Initiation au Dessin Assisté par Ordinateur,5,1103,848,528108
MGT410,Sécurité et hygiène au travail,5,1103,849,569234
MTH401,Introduction à l'analyse numérique,5,1103,850,192621
CPT100,Comptabilité,6,1103,851,254977
DRV471,Propriété industrielle: Notions générales,6,1103,852,881813
GEC260,Eléments de contrôle d'un chantier de génie civil,6,1103,853,270221
GEC345,Alimentation en eau,6,1103,854,924383
GEC350,Assainissement,6,1103,855,774325
GEC435,Projet de spécialité,6,1103,856,764594
GEC445,Métré et étude de prix,6,1103,857,169185
GEC452,Organisation et planification de chantier,6,1103,858,683110
GEC455,Béton Armé: Justification des sections et ouvrages,6,1103,859,221365
ANG100,Anglais : Ecouter et Parler,1,1099,860,599550
CHM115,Chimie appliquée pour Tech. Sup.: notions de base,1,1099,861,887574
FRA100,Français : Ecouter et Parler,1,1099,862,908087
GEL100,Introduction aux Circuits Electriques,1,1099,863,983175
GEL105,Mesures et Essais,1,1099,864,975784
GEL107,Electricité Générale,1,1099,865,739351
GEL109,Mécanique Appliquée au point Matériel,1,1099,866,940842
GEM111,Géométrie Descriptive pour Technicien Sup.,1,1099,867,720783
GEM302,Notions sur la Résistance des Matériaux,1,1099,868,577733
MTH150,Eléments d'algèbre et de géométrie,1,1099,869,568037
PHY139,Electrostatique et applications,1,1099,870,518244
UEL1,UE Libres,1,1099,871,555510
ANG101,Anglais : Lire et Ecrire,2,1099,872,947373
CHM215,Chimie appliquée pour technicien supérieur: notions avancées,2,1099,873,785671
FRA101,Français: Lire et Ecrire,2,1099,874,793117
GEL200,Etude d'Equipement et Câblage,2,1099,875,837272
GEL202,Introduction à l'Electronique Générale par la pratique,2,1099,876,227914
GEL205,Résistance des Matériaux,2,1099,877,120157
GEL206,Mécanique Appliquée au Solide,2,1099,878,779207
GEL208,Transformateurs et Machines Asynchrones,2,1099,879,924383
INF115,Informatique de Base,2,1099,880,227914
INF116,Introduction à la Programmation,2,1099,881,973017
MTH151,Eléments d'analyse  mathématique,2,1099,882,389550
PHY239,Introduction à la Physique des capteurs,2,1099,883,569234
UEL2,UE Libres,2,1099,884,569234
FRA205,Français: Ecrits professionnels,3,1099,885,394695
GEL305,Introduction aux Installations Electriques,3,1099,886,853626
GEL310,Notions Avancées d'Electronique Générale par la pratique,3,1099,887,776261
GEL315,Systèmes Logiques par la Pratique,3,1099,888,437822
GEL316,Machines à Courant Continu et Machines Synchrones,3,1099,889,796163
GEL318,Alimentation Electrique,3,1099,890,572415
GEL322,Gestion de la Maintenance,3,1099,891,144186
INF315,Technologie des Ordinateurs et Informatique Industrielle : Introduction,3,1099,892,767800
INF350,Mise en œuvre de Systèmes Informatiques,3,1099,893,680561
MTH231,"Intégrales Généralisées, Transformées de Fourier et de Laplace et Applications",3,1099,894,512889
STA160,Calcul de probabilités et statistiques,3,1099,895,908087
UEL3,UE Libres,3,1099,896,153031
ANG201,Anglais de spécialité : approche thématique des textes,4,1099,897,568234
ECO370,Initiation à la vie Professionnelle,4,1099,898,120157
GEL355,Introduction à l'Electronique de Puissance,4,1099,899,632292
GEL356,Introduction à l'Asservissement et Régulation,4,1099,900,241174
GEL357,Automates Programmables par la Pratique,4,1099,901,861734
GEL358,Commande des Machines par la Pratique,4,1099,902,246911
GEL360,"Introduction à la Production, Transport, Distribution et Protection",4,1099,903,144428
GEL365,Lignes-Antennes-Propagation (LAP),4,1099,904,232444
GEL369,Maintenance des Appareils Audio Visuels (MAAV),4,1099,905,680561
INF355,Technologie des Ordinateurs et Informatique Industrielle : Microprocesseurs,4,1099,906,666124
INF402,"Introduction à l'algorithme, à la programmation et aux bases de données",4,1099,907,699380
UEL4,UE Libres,4,1099,908,131961
DRV471,Propriété industrielle: Notions générales,5,1099,909,881813
ECO410,Elaboration des projets de création d'entreprise,5,1099,910,276269
GEL431,Réseaux Electriques,5,1099,911,400838
GEL432,Energies Solaire (Applications),5,1099,912,180503
GEL433,Energie Eolienne (Applications),5,1099,913,248723
GEL434,Distribution Haute et Basse Tension,5,1099,914,880393
GEL435,Protection des réseaux et des Machines Electriques,5,1099,915,191950
GEL436,Conversion Electrique : Convertisseurs Statiques Industriels,5,1099,916,281348
GEL437,Machines Electriques : Modèles et Comportements,5,1099,917,426762
GEL438,Energie Electrique et ses impacts environnementaux,5,1099,918,841695
GEL439,Appareillages Electriques,5,1099,919,399076
GEL440,Projet tutoré (PGDEE),5,1099,920,175341
MGT400,Gestion de la Qualité,5,1099,921,996700
MGT410,Sécurité et Hygiène du Travail,5,1099,922,936854
GEL460,"Stage et mémoire de licence professionnelle génie électrique, conducteur des travaux",6,1099,923,701451
CHM107,Chimie appliquée,1,1102,924,577733
GEM100,Dessin Technique : Dessin de Définition,1,1102,925,987817
GEM110,Géométrie Descriptive de base,1,1102,926,808869
INF100,Système d'exploitation et introduction à la programmation,1,1102,927,757724
MTH100,Bases mathématiques,1,1102,928,841695
MTH101,Algèbre linéaire de base,1,1102,929,599550
PHY103,Lumière et application,1,1102,930,951803
PHY104,Électrostatique et Électrocinétique,1,1102,931,766149
PHY106,Mécanique du point matériel,1,1102,932,144186
ANG100,Anglais : Ecouter et Parler,2,1102,933,554469
FRA100,Français : Ecouter et Parler,2,1102,934,176040
GEC240,Introduction à la Topographie: Nivellement,2,1102,935,665443
GEM200,Dessin Technique : Dessin d'Ensemble,2,1102,936,895289
INF200,Algorithme et structures de données,2,1102,937,248723
MTH102,Structure algébrique de base,2,1102,938,440004
MTH103,Calcul Différentiel dans IR,2,1102,939,873350
PHY206,Mécanique du solide,2,1102,940,681030
PHY209,Notion avancée d'Électrostatique et Électrocinétique,2,1102,941,667681
ANG101,Anglais : Lire et Ecrire,3,1102,942,799952
ECO100,Introduction générale à la science économique,3,1102,943,554655
FRA101,Français : Lire et Ecrire,3,1102,944,232444
GEL350,Introduction à l'électrotechnique,3,1102,945,879867
GEL412,Electromagnétisme,3,1102,946,419941
GEM301,Construction Mécanique pour GE,3,1102,947,709472
PHY110,Magnétostatique et Régimes variables,3,1102,948,919287
PHY169,Statique Appliquée,3,1102,949,694074
PHY349,Introduction à la thermodynamique,3,1102,950,987817
STA160,Calcul de probabilités et statistiques,3,1102,951,977399
ANG201,Anglais de spécialité : approche thématique des textes,4,1102,952,580746
FRA205,Français: Ecrits professionnels,4,1102,953,969481
GEL300,Introduction à l'Electronique,4,1102,954,977399
GEL402,Mesures électriques,4,1102,955,580746
GEL410,Circuits Electriques,4,1102,956,928725
GEM215,Notion de RDM pour Ingénieur en GE,4,1102,957,983175
